ID,Performance Index,Previous Scores (out of 10),Sample Question Papers Practiced,Hours Studied,Hours Prepared for Exams,Hours Free time,Sleep Hours,Hours Not Sleep,Extracurricular Activities,Has a car,Sex,Height,Weight,BMI,Eye color,Nails length,Favorite Subject,Least Favorite Subject
973,34.0,3,6,7,3,6,7,17,No,No,m,1.7046711581647056,72.35119664397206,24.898001682874007,brown,0.0009968268290211,Machine Learning,History
974,62.0,8,2,5,2,5,8,16,Yes,No,m,1.638582978222943,81.78851074707204,30.4617901721582,brown,0.0032628233934551,Machine Learning,History
975,77.0,8,6,7,3,8,5,19,Yes,Yes,m,1.6826031624591136,73.14799186863031,25.836816828348407,brown,0.0099239598255265,History,Algebra
976,89.0,9,0,7,3,9,7,17,No,No,f,1.585008041971529,73.31196608272978,29.181789906565182,gray,0.0030308094649362,Music,Machine Learning
977,57.0,6,4,9,4,4,7,17,No,No,m,1.5958720738349084,57.423359867015805,22.54719129642504,brown,0.0053391435648103,Music,History
978,28.0,5,0,3,2,10,6,18,Yes,No,m,1.750070274429424,83.22217099422193,27.172404088768715,brown,0.0065062255645842,Art,Algebra
979,49.0,7,5,4,2,13,5,19,No,No,f,1.5153613868978693,79.40004854293592,34.57708156859934,brown,0.0049399088456258,Music,Biology
980,48.0,6,0,5,2,6,9,15,No,Yes,m,1.680667879880864,77.525329848532,27.44604824855123,brown,0.009354287564302,Biology,Algebra
981,57.0,7,6,5,2,10,6,18,Yes,No,f,1.7339837225207149,51.44767365123777,17.111012522620005,,0.0084100349486925,Music,Art
982,42.0,5,1,3,2,8,6,18,No,No,m,1.743427414436532,81.6870234395131,26.874805496550398,brown,0.007037634716821,Music,Data Science
983,36.0,5,3,1,1,16,4,20,Yes,No,f,1.600380550380441,72.83538022173786,28.437791275036485,brown,0.0086991201584915,Music,Algebra
984,67.0,7,7,6,3,4,9,15,No,No,m,1.7215736530078862,72.08340680787244,24.32114902977689,,0.0065627759430134,Biology,Drama
985,83.0,9,5,6,3,7,5,19,Yes,Yes,f,1.5436533749882424,73.19723384193749,30.718152747054305,,0.0089219837178737,Art,
986,43.0,5,8,5,2,6,7,17,No,No,f,1.6013097153613804,72.03117261519945,28.091168686101664,brown,0.0086323715824694,PE,Biology
987,77.0,7,6,9,4,5,9,15,Yes,No,m,1.6951120332435026,54.92173687582643,19.113818135035388,gray,0.0037396231989182,Drama,Algebra
988,59.0,8,4,1,1,15,4,20,Yes,No,f,1.6452593426636557,85.23464315021853,31.48816960285168,green,0.004473682592108,Algebra,PE
989,76.0,9,0,6,3,9,8,16,No,Yes,f,1.6514581489574829,48.238163753247136,17.68705893019983,gray,0.0017363780651729,Art,Machine Learning
990,37.0,5,4,7,3,9,7,17,No,No,m,1.596533795324255,71.56345983604358,28.07599114713889,brown,0.0025367817539878,Algebra,Art
991,28.0,4,2,3,2,7,8,16,No,No,f,1.607546368518616,78.02579838678166,30.193343219848597,blue,0.0022453004382826,Machine Learning,
992,48.0,6,6,4,2,11,7,17,Yes,No,m,1.7803953427196817,84.01016037439348,26.503236663466488,gray,0.0001373013929184,Art,History
993,62.0,7,3,8,3,8,7,17,Yes,No,f,1.5875997606600398,79.36544869014268,31.488315363281828,gray,0.0043076811793178,PE,Data Science
994,24.0,5,8,2,1,16,4,20,No,No,m,1.640086005172299,69.5613999520395,25.86038988074447,gray,0.0010175638392457,Music,Drama
995,81.0,9,1,5,2,5,9,15,No,Yes,m,1.61807666941466,78.68106120812223,30.051905665246533,brown,0.0028495155533987,History,Algebra
996,83.0,10,7,5,2,10,4,20,Yes,Yes,f,1.645952393259895,59.91873824122332,22.117096866229677,brown,0.002543389113744,Music,Machine Learning
997,75.0,8,8,8,3,7,6,18,No,Yes,m,1.6611565169174296,67.08049516672747,24.309451010597066,hazel,0.0097162380736746,History,PE
998,48.0,7,2,3,2,12,6,18,Yes,No,m,1.7643589602755685,65.52517733562837,21.049137751845667,brown,0.0056707242072955,PE,
999,38.0,5,9,4,2,12,4,20,No,No,m,1.6644073447136458,69.92275272390233,25.24057650401528,gray,0.0001369317988269,Drama,
1000,33.0,4,4,5,2,6,7,17,Yes,No,m,1.75575250711156,57.82783441867362,18.759028116918373,brown,0.0094400365387866,Algebra,
